vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-004288,CVE-2024-5288,APP038,Application-038,ASSET-004288,host-004288.corp.local,10.16.12.192,linux,Physical,False,Critical,Remediated,True,True,False,owner8@example.com,sysadmin8@example.com,Retail,Staging,us-west-2,2025-08-29,2025-09-23,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004288,2026-05-29
VULN-004338,CVE-2024-5338,APP038,Application-038,ASSET-004338,host-004338.corp.local,10.16.15.242,linux,Container,False,Medium,Open,True,False,True,owner18@example.com,sysadmin8@example.com,HR,Production,us-east-1,2026-01-25,2026-03-15,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004338,2026-06-17
VULN-004388,CVE-2024-5388,APP038,Application-038,ASSET-004388,host-004388.corp.local,10.17.18.36,linux,VM,True,Medium,Remediated,True,False,False,owner8@example.com,sysadmin8@example.com,Retail,Development,us-west-2,2025-07-27,2025-10-04,False,Linux,RHEL 8,Sample finding for vulnerability VULN-004388,2026-06-03
VULN-004438,CVE-2024-5438,APP038,Application-038,ASSET-004438,host-004438.corp.local,10.17.21.86,aix,Physical,False,Medium,Accepted Risk,True,True,False,owner18@example.com,sysadmin8@example.com,Engineering,Staging,us-west-2,2026-03-19,2026-06-01,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-004438,2026-06-22
VULN-004488,CVE-2024-5488,APP038,Application-038,ASSET-004488,host-004488.corp.local,10.17.24.136,linux,VM,False,Medium,In Progress,True,False,False,owner8@example.com,sysadmin8@example.com,Engineering,Production,us-west-2,2025-08-20,2025-10-30,True,Linux,RHEL 8,Sample finding for vulnerability VULN-004488,2026-06-16
VULN-004538,CVE-2024-5538,APP038,Application-038,ASSET-004538,host-004538.corp.local,10.17.27.186,linux,Physical,False,Critical,Remediated,True,False,False,owner18@example.com,sysadmin8@example.com,HR,Staging,ap-south-1,2025-10-22,2025-12-12,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004538,2026-06-25
VULN-004588,CVE-2024-5588,APP038,Application-038,ASSET-004588,host-004588.corp.local,10.17.30.236,windows,VM,False,Medium,Remediated,True,True,False,owner8@example.com,sysadmin8@example.com,Finance,Staging,us-east-1,2026-04-14,2026-05-05,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-004588,2026-06-09
VULN-004638,CVE-2024-5638,APP038,Application-038,ASSET-004638,host-004638.corp.local,10.18.33.30,windows,Container,False,Medium,Remediated,True,False,False,owner18@example.com,sysadmin8@example.com,HR,Development,us-west-2,2025-12-20,2026-01-10,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-004638,2026-06-23
VULN-004688,CVE-2024-5688,APP038,Application-038,ASSET-004688,host-004688.corp.local,10.18.37.80,linux,Physical,True,Medium,Accepted Risk,False,False,False,owner8@example.com,sysadmin8@example.com,Marketing,Production,eu-west-1,2026-05-25,2026-07-03,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004688,2026-06-20
VULN-004738,CVE-2024-5738,APP038,Application-038,ASSET-004738,host-004738.corp.local,10.18.40.130,windows,Physical,False,Critical,Accepted Risk,True,False,True,owner18@example.com,sysadmin8@example.com,HR,Staging,us-west-2,2025-08-15,2025-10-23,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-004738,2026-06-14
VULN-004788,CVE-2024-5788,APP038,Application-038,ASSET-004788,host-004788.corp.local,10.18.43.180,linux,Container,False,Low,Accepted Risk,True,False,False,owner8@example.com,sysadmin8@example.com,Engineering,Production,eu-west-1,2025-09-04,2025-09-28,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004788,2026-05-29
VULN-004838,CVE-2024-5838,APP038,Application-038,ASSET-004838,host-004838.corp.local,10.18.46.230,solaris,Container,False,Medium,Open,True,False,False,owner18@example.com,sysadmin8@example.com,Marketing,Staging,us-east-1,2026-03-11,2026-03-20,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-004838,2026-06-16
VULN-004888,CVE-2024-5888,APP038,Application-038,ASSET-004888,host-004888.corp.local,10.19.49.24,aix,Physical,False,High,In Progress,False,False,False,owner8@example.com,sysadmin8@example.com,Finance,Production,ap-south-1,2026-06-17,2026-08-17,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-004888,2026-05-26
VULN-004938,CVE-2024-5938,APP038,Application-038,ASSET-004938,host-004938.corp.local,10.19.52.74,aix,Physical,False,Medium,Remediated,True,False,False,owner18@example.com,sysadmin8@example.com,Finance,Production,eu-west-1,2025-08-24,2025-09-11,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-004938,2026-06-05
VULN-004988,CVE-2024-5988,APP038,Application-038,ASSET-004988,host-004988.corp.local,10.19.55.124,windows,Container,False,Medium,Open,True,False,False,owner8@example.com,sysadmin8@example.com,Retail,Production,us-west-2,2025-11-26,2026-01-13,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-004988,2026-06-03
VULN-000039,CVE-2024-1039,APP039,Application-039,ASSET-000039,host-000039.corp.local,10.0.2.39,aix,VM,False,High,Accepted Risk,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Development,us-west-2,2025-07-18,2025-10-04,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000039,2026-05-27
VULN-000089,CVE-2024-1089,APP039,Application-039,ASSET-000089,host-000089.corp.local,10.0.5.89,windows,Physical,False,Medium,Accepted Risk,True,False,True,owner9@example.com,sysadmin9@example.com,Engineering,Development,us-west-2,2025-08-17,2025-11-07,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000089,2026-06-20
VULN-000139,CVE-2024-1139,APP039,Application-039,ASSET-000139,host-000139.corp.local,10.0.8.139,aix,VM,False,Medium,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Staging,eu-west-1,2026-01-14,2026-03-20,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000139,2026-06-25
VULN-000189,CVE-2024-1189,APP039,Application-039,ASSET-000189,host-000189.corp.local,10.0.11.189,windows,Physical,False,Medium,Open,True,False,False,owner9@example.com,sysadmin9@example.com,HR,Staging,ap-south-1,2026-03-15,2026-06-06,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000189,2026-06-09
VULN-000239,CVE-2024-1239,APP039,Application-039,ASSET-000239,host-000239.corp.local,10.0.14.239,solaris,VM,False,Low,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Production,us-west-2,2025-09-18,2025-10-09,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000239,2026-05-26
VULN-000289,CVE-2024-1289,APP039,Application-039,ASSET-000289,host-000289.corp.local,10.1.18.33,aix,Container,False,Medium,In Progress,False,False,False,owner9@example.com,sysadmin9@example.com,Finance,Staging,us-west-2,2026-06-23,2026-08-13,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000289,2026-06-02
VULN-000339,CVE-2024-1339,APP039,Application-039,ASSET-000339,host-000339.corp.local,10.1.21.83,linux,VM,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Production,us-west-2,2025-10-21,2026-01-17,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000339,2026-06-20
VULN-000389,CVE-2024-1389,APP039,Application-039,ASSET-000389,host-000389.corp.local,10.1.24.133,linux,VM,False,Medium,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Engineering,Production,ap-south-1,2026-04-12,2026-05-02,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000389,2026-06-02
VULN-000439,CVE-2024-1439,APP039,Application-039,ASSET-000439,host-000439.corp.local,10.1.27.183,windows,Physical,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Staging,us-west-2,2025-08-22,2025-11-10,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000439,2026-06-01
VULN-000489,CVE-2024-1489,APP039,Application-039,ASSET-000489,host-000489.corp.local,10.1.30.233,linux,Container,False,Critical,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Production,us-west-2,2026-01-09,2026-02-07,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000489,2026-05-29
VULN-000539,CVE-2024-1539,APP039,Application-039,ASSET-000539,host-000539.corp.local,10.2.33.27,windows,Container,False,Medium,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Production,ap-south-1,2026-02-03,2026-04-29,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000539,2026-06-13
VULN-000589,CVE-2024-1589,APP039,Application-039,ASSET-000589,host-000589.corp.local,10.2.36.77,aix,Physical,False,High,Accepted Risk,True,False,True,owner9@example.com,sysadmin9@example.com,HR,Development,us-east-1,2025-09-20,2025-12-08,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000589,2026-06-20
VULN-000639,CVE-2024-1639,APP039,Application-039,ASSET-000639,host-000639.corp.local,10.2.39.127,windows,Container,False,Low,Open,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Development,ap-south-1,2026-02-06,2026-04-22,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000639,2026-06-21
VULN-000689,CVE-2024-1689,APP039,Application-039,ASSET-000689,host-000689.corp.local,10.2.43.177,linux,VM,True,Low,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Staging,us-east-1,2026-03-03,2026-04-16,True,Linux,RHEL 8,Sample finding for vulnerability VULN-000689,2026-06-17
VULN-000739,CVE-2024-1739,APP039,Application-039,ASSET-000739,host-000739.corp.local,10.2.46.227,windows,VM,False,High,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Staging,us-west-2,2025-12-20,2026-03-06,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000739,2026-06-19
VULN-000789,CVE-2024-1789,APP039,Application-039,ASSET-000789,host-000789.corp.local,10.3.49.21,linux,VM,False,Medium,Open,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Development,ap-south-1,2025-11-23,2026-02-20,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000789,2026-06-15
VULN-000839,CVE-2024-1839,APP039,Application-039,ASSET-000839,host-000839.corp.local,10.3.52.71,aix,Physical,False,Medium,Accepted Risk,True,False,True,owner19@example.com,sysadmin9@example.com,Engineering,Production,us-west-2,2025-07-21,2025-08-20,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000839,2026-06-14
VULN-000889,CVE-2024-1889,APP039,Application-039,ASSET-000889,host-000889.corp.local,10.3.55.121,windows,Physical,False,High,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Retail,Development,us-west-2,2026-01-19,2026-03-04,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000889,2026-06-06
VULN-000939,CVE-2024-1939,APP039,Application-039,ASSET-000939,host-000939.corp.local,10.3.58.171,aix,VM,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Production,eu-west-1,2026-02-04,2026-05-04,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000939,2026-06-13
VULN-000989,CVE-2024-1989,APP039,Application-039,ASSET-000989,host-000989.corp.local,10.3.61.221,solaris,Container,False,Medium,Open,True,True,False,owner9@example.com,sysadmin9@example.com,Retail,Development,us-west-2,2026-03-18,2026-05-23,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000989,2026-06-08
VULN-001039,CVE-2024-2039,APP039,Application-039,ASSET-001039,host-001039.corp.local,10.4.64.15,windows,Physical,False,Medium,Open,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Development,us-west-2,2025-09-23,2025-11-18,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001039,2026-05-27
VULN-001089,CVE-2024-2089,APP039,Application-039,ASSET-001089,host-001089.corp.local,10.4.68.65,linux,Container,True,High,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Retail,Production,us-west-2,2025-12-29,2026-02-10,False,Linux,RHEL 8,Sample finding for vulnerability VULN-001089,2026-06-05
VULN-001139,CVE-2024-2139,APP039,Application-039,ASSET-001139,host-001139.corp.local,10.4.71.115,linux,Container,False,Medium,Accepted Risk,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Staging,us-west-2,2025-08-05,2025-10-20,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001139,2026-06-10
VULN-001189,CVE-2024-2189,APP039,Application-039,ASSET-001189,host-001189.corp.local,10.4.74.165,aix,Container,False,Medium,Accepted Risk,False,False,True,owner9@example.com,sysadmin9@example.com,Marketing,Staging,us-west-2,2026-04-12,2026-07-02,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001189,2026-05-26
VULN-001239,CVE-2024-2239,APP039,Application-039,ASSET-001239,host-001239.corp.local,10.4.77.215,solaris,VM,False,Medium,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Development,eu-west-1,2025-07-07,2025-07-24,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001239,2026-06-16
VULN-001289,CVE-2024-2289,APP039,Application-039,ASSET-001289,host-001289.corp.local,10.5.80.9,windows,Container,False,Low,In Progress,True,True,False,owner9@example.com,sysadmin9@example.com,Engineering,Production,eu-west-1,2026-01-25,2026-03-26,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001289,2026-06-15
VULN-001339,CVE-2024-2339,APP039,Application-039,ASSET-001339,host-001339.corp.local,10.5.83.59,linux,VM,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Production,us-west-2,2026-02-11,2026-04-15,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001339,2026-06-15
VULN-001389,CVE-2024-2389,APP039,Application-039,ASSET-001389,host-001389.corp.local,10.5.86.109,linux,VM,True,High,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Engineering,Development,eu-west-1,2026-01-31,2026-03-31,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001389,2026-05-29
VULN-001439,CVE-2024-2439,APP039,Application-039,ASSET-001439,host-001439.corp.local,10.5.89.159,linux,VM,False,Low,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Development,ap-south-1,2026-04-15,2026-06-04,True,Linux,RHEL 8,Sample finding for vulnerability VULN-001439,2026-06-17
VULN-001489,CVE-2024-2489,APP039,Application-039,ASSET-001489,host-001489.corp.local,10.5.93.209,solaris,Physical,False,Medium,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Marketing,Staging,us-east-1,2026-01-04,2026-03-31,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-001489,2026-06-12
VULN-001539,CVE-2024-2539,APP039,Application-039,ASSET-001539,host-001539.corp.local,10.6.96.3,linux,Physical,False,Critical,Open,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Development,us-east-1,2025-09-24,2025-12-21,False,Linux,RHEL 8,Sample finding for vulnerability VULN-001539,2026-06-20
VULN-001589,CVE-2024-2589,APP039,Application-039,ASSET-001589,host-001589.corp.local,10.6.99.53,linux,VM,False,High,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Staging,eu-west-1,2026-06-03,2026-06-10,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001589,2026-06-09
VULN-001639,CVE-2024-2639,APP039,Application-039,ASSET-001639,host-001639.corp.local,10.6.102.103,windows,Container,True,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Development,us-east-1,2026-03-19,2026-04-04,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-001639,2026-06-21
VULN-001689,CVE-2024-2689,APP039,Application-039,ASSET-001689,host-001689.corp.local,10.6.105.153,linux,Physical,False,Critical,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Retail,Development,us-west-2,2026-03-01,2026-04-27,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001689,2026-06-17
VULN-001739,CVE-2024-2739,APP039,Application-039,ASSET-001739,host-001739.corp.local,10.6.108.203,aix,VM,False,Low,In Progress,True,False,True,owner19@example.com,sysadmin9@example.com,Finance,Staging,eu-west-1,2026-02-25,2026-05-11,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001739,2026-06-11
VULN-001789,CVE-2024-2789,APP039,Application-039,ASSET-001789,host-001789.corp.local,10.6.111.253,windows,Container,False,Medium,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Production,eu-west-1,2025-07-28,2025-08-26,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-001789,2026-06-13
VULN-001839,CVE-2024-2839,APP039,Application-039,ASSET-001839,host-001839.corp.local,10.7.114.47,linux,VM,False,High,Accepted Risk,True,False,False,owner19@example.com,sysadmin9@example.com,Engineering,Development,us-east-1,2026-04-07,2026-06-05,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001839,2026-06-12
VULN-001889,CVE-2024-2889,APP039,Application-039,ASSET-001889,host-001889.corp.local,10.7.118.97,linux,VM,False,Medium,Open,True,False,True,owner9@example.com,sysadmin9@example.com,Retail,Staging,eu-west-1,2026-01-10,2026-02-23,True,Linux,RHEL 8,Sample finding for vulnerability VULN-001889,2026-06-14
VULN-001939,CVE-2024-2939,APP039,Application-039,ASSET-001939,host-001939.corp.local,10.7.121.147,windows,Container,False,High,In Progress,False,False,False,owner19@example.com,sysadmin9@example.com,Finance,Production,us-east-1,2026-05-22,2026-07-22,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001939,2026-06-24
VULN-001989,CVE-2024-2989,APP039,Application-039,ASSET-001989,host-001989.corp.local,10.7.124.197,solaris,Container,False,Critical,Accepted Risk,True,False,True,owner9@example.com,sysadmin9@example.com,Marketing,Development,ap-south-1,2025-12-06,2026-01-07,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-001989,2026-05-31
VULN-002039,CVE-2024-3039,APP039,Application-039,ASSET-002039,host-002039.corp.local,10.7.127.247,windows,Physical,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Production,us-west-2,2025-12-20,2026-03-12,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002039,2026-06-13
VULN-002089,CVE-2024-3089,APP039,Application-039,ASSET-002089,host-002089.corp.local,10.8.130.41,solaris,Container,False,Medium,Open,True,False,False,owner9@example.com,sysadmin9@example.com,Engineering,Development,us-east-1,2026-05-08,2026-06-24,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-002089,2026-06-22
VULN-002139,CVE-2024-3139,APP039,Application-039,ASSET-002139,host-002139.corp.local,10.8.133.91,windows,Container,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Production,eu-west-1,2026-03-06,2026-05-20,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002139,2026-05-29
VULN-002189,CVE-2024-3189,APP039,Application-039,ASSET-002189,host-002189.corp.local,10.8.136.141,windows,Container,False,Medium,Open,True,False,False,owner9@example.com,sysadmin9@example.com,Retail,Production,eu-west-1,2025-09-22,2025-10-29,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002189,2026-06-14
VULN-002239,CVE-2024-3239,APP039,Application-039,ASSET-002239,host-002239.corp.local,10.8.139.191,linux,VM,False,High,Open,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Staging,us-east-1,2026-04-15,2026-06-23,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002239,2026-06-12
VULN-002289,CVE-2024-3289,APP039,Application-039,ASSET-002289,host-002289.corp.local,10.8.143.241,linux,Physical,False,High,Remediated,True,False,False,owner9@example.com,sysadmin9@example.com,Finance,Development,us-east-1,2025-12-25,2026-03-22,True,Linux,RHEL 8,Sample finding for vulnerability VULN-002289,2026-06-01
VULN-002339,CVE-2024-3339,APP039,Application-039,ASSET-002339,host-002339.corp.local,10.9.146.35,linux,Physical,False,High,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Development,ap-south-1,2025-07-17,2025-09-27,False,Linux,RHEL 8,Sample finding for vulnerability VULN-002339,2026-06-18
VULN-002389,CVE-2024-3389,APP039,Application-039,ASSET-002389,host-002389.corp.local,10.9.149.85,linux,Container,False,High,In Progress,True,False,False,owner9@example.com,sysadmin9@example.com,Engineering,Staging,us-west-2,2025-07-19,2025-10-08,False,Linux,RHEL 8,Sample finding for vulnerability VULN-002389,2026-05-26
VULN-002439,CVE-2024-3439,APP039,Application-039,ASSET-002439,host-002439.corp.local,10.9.152.135,linux,VM,False,Low,Open,True,False,False,owner19@example.com,sysadmin9@example.com,Finance,Staging,ap-south-1,2026-06-14,2026-06-21,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002439,2026-06-17
VULN-002489,CVE-2024-3489,APP039,Application-039,ASSET-002489,host-002489.corp.local,10.9.155.185,linux,Physical,False,Medium,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Retail,Staging,ap-south-1,2026-03-04,2026-05-10,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002489,2026-06-14
VULN-002539,CVE-2024-3539,APP039,Application-039,ASSET-002539,host-002539.corp.local,10.9.158.235,linux,Container,False,Low,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Staging,ap-south-1,2025-11-22,2026-01-28,False,Linux,RHEL 8,Sample finding for vulnerability VULN-002539,2026-06-13
VULN-002589,CVE-2024-3589,APP039,Application-039,ASSET-002589,host-002589.corp.local,10.10.161.29,windows,VM,False,Critical,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,HR,Production,eu-west-1,2025-11-13,2026-01-27,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002589,2026-06-07
VULN-002639,CVE-2024-3639,APP039,Application-039,ASSET-002639,host-002639.corp.local,10.10.164.79,linux,Physical,False,High,Remediated,False,True,False,owner19@example.com,sysadmin9@example.com,Finance,Staging,us-east-1,2026-06-14,2026-07-22,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002639,2026-06-24
VULN-002689,CVE-2024-3689,APP039,Application-039,ASSET-002689,host-002689.corp.local,10.10.168.129,linux,Physical,False,Low,Remediated,False,False,False,owner9@example.com,sysadmin9@example.com,HR,Production,eu-west-1,2026-06-17,2026-07-29,False,Linux,RHEL 8,Sample finding for vulnerability VULN-002689,2026-06-09
VULN-002739,CVE-2024-3739,APP039,Application-039,ASSET-002739,host-002739.corp.local,10.10.171.179,windows,Physical,False,High,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Production,eu-west-1,2026-03-16,2026-06-11,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002739,2026-06-24
VULN-002789,CVE-2024-3789,APP039,Application-039,ASSET-002789,host-002789.corp.local,10.10.174.229,windows,Physical,False,Low,Accepted Risk,True,False,True,owner9@example.com,sysadmin9@example.com,HR,Staging,eu-west-1,2026-02-04,2026-02-14,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002789,2026-05-31
VULN-002839,CVE-2024-3839,APP039,Application-039,ASSET-002839,host-002839.corp.local,10.11.177.23,windows,VM,False,High,Remediated,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Development,us-west-2,2025-10-18,2025-12-29,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002839,2026-05-29
VULN-002889,CVE-2024-3889,APP039,Application-039,ASSET-002889,host-002889.corp.local,10.11.180.73,windows,Container,False,High,Open,False,False,False,owner9@example.com,sysadmin9@example.com,Finance,Staging,ap-south-1,2026-06-19,2026-08-24,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002889,2026-06-18
VULN-002939,CVE-2024-3939,APP039,Application-039,ASSET-002939,host-002939.corp.local,10.11.183.123,linux,Physical,False,High,Accepted Risk,True,False,False,owner19@example.com,sysadmin9@example.com,HR,Staging,eu-west-1,2026-06-02,2026-06-20,False,Linux,RHEL 8,Sample finding for vulnerability VULN-002939,2026-06-05
VULN-002989,CVE-2024-3989,APP039,Application-039,ASSET-002989,host-002989.corp.local,10.11.186.173,windows,VM,False,Medium,Accepted Risk,False,False,False,owner9@example.com,sysadmin9@example.com,HR,Production,eu-west-1,2026-06-14,2026-07-15,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002989,2026-06-23
VULN-003039,CVE-2024-4039,APP039,Application-039,ASSET-003039,host-003039.corp.local,10.11.189.223,linux,VM,False,Medium,Open,True,False,False,owner19@example.com,sysadmin9@example.com,Retail,Production,ap-south-1,2026-04-18,2026-04-30,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-003039,2026-05-30
VULN-003089,CVE-2024-4089,APP039,Application-039,ASSET-003089,host-003089.corp.local,10.12.193.17,linux,Container,False,Low,Open,False,False,False,owner9@example.com,sysadmin9@example.com,Finance,Development,us-west-2,2026-06-17,2026-08-20,True,Linux,RHEL 8,Sample finding for vulnerability VULN-003089,2026-06-23
VULN-003139,CVE-2024-4139,APP039,Application-039,ASSET-003139,host-003139.corp.local,10.12.196.67,aix,Physical,False,Medium,In Progress,True,False,False,owner19@example.com,sysadmin9@example.com,Finance,Staging,ap-south-1,2025-08-10,2025-08-31,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-003139,2026-06-18
VULN-003189,CVE-2024-4189,APP039,Application-039,ASSET-003189,host-003189.corp.local,10.12.199.117,linux,Physical,False,Low,Accepted Risk,True,False,False,owner9@example.com,sysadmin9@example.com,Marketing,Staging,ap-south-1,2026-04-20,2026-04-30,False,Linux,RHEL 8,Sample finding for vulnerability VULN-003189,2026-05-30
VULN-003239,CVE-2024-4239,APP039,Application-039,ASSET-003239,host-003239.corp.local,10.12.202.167,aix,Container,False,Medium,Accepted Risk,True,False,False,owner19@example.com,sysadmin9@example.com,Marketing,Development,us-west-2,2026-03-29,2026-05-25,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-003239,2026-06-09
VULN-003289,CVE-2024-4289,APP039,Application-039,ASSET-003289,host-003289.corp.local,10.12.205.217,windows,VM,False,Medium,In Progress,True,False,True,owner9@example.com,sysadmin9@example.com,Marketing,Production,eu-west-1,2025-10-16,2025-11-05,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-003289,2026-05-31
VULN-003339,CVE-2024-4339,APP039,Application-039,ASSET-003339,host-003339.corp.local,10.13.208.11,linux,Physical,False,Medium,Accepted Risk,False,False,True,owner19@example.com,sysadmin9@example.com,Retail,Staging,ap-south-1,2026-06-24,2026-08-23,False,Linux,RHEL 8,Sample finding for vulnerability VULN-003339,2026-06-24
VULN-003389,CVE-2024-4389,APP039,Application-039,ASSET-003389,host-003389.corp.local,10.13.211.61,linux,Container,False,Medium,Open,True,False,True,owner9@example.com,sysadmin9@example.com,Retail,Development,us-west-2,2026-05-24,2026-06-15,False,Linux,RHEL 8,Sample finding for vulnerability VULN-003389,2026-06-10
VULN-003439,CVE-2024-4439,APP039,Application-039,ASSET-003439,host-003439.corp.local,10.13.214.111,windows,Physical,False,High,Remediated,False,False,False,owner19@example.com,sysadmin9@example.com,Finance,Staging,ap-south-1,2026-04-03,2026-06-25,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003439,2026-06-19
VULN-003489,CVE-2024-4489,APP039,Application-039,ASSET-003489,host-003489.corp.local,10.13.218.161,windows,VM,False,Low,Open,True,False,False,owner9@example.com,sysadmin9@example.com,Marketing,Production,us-east-1,2026-02-22,2026-05-22,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-003489,2026-05-31
